@relation R_data_frame

@attribute COLORC {DOJI,DOWN,UP}
@attribute MTREND_130 {DOWN,UP}
@attribute MTREND_20 {DOWN,UP}
@attribute D numeric
@attribute TH numeric
@attribute TM numeric
@attribute TYPEWIN_5M string
@attribute WINCALL_5M numeric
@attribute TYPEWIN_15M string
@attribute WINCALL_15M numeric

@data
DOWN,UP,UP,10,10,24,WINCALL,1,WINCALL,1
DOJI,UP,UP,10,10,25,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,10,26,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,10,27,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,10,28,TIE,0,WINCALL,1
UP,UP,UP,10,10,29,WINPUT,0,WINCALL,1
UP,UP,UP,10,10,30,WINPUT,0,WINCALL,1
UP,UP,UP,10,10,31,WINPUT,0,WINCALL,1
UP,UP,UP,10,10,32,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,10,33,WINCALL,1,WINCALL,1
UP,UP,UP,10,10,34,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,10,35,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,10,36,WINCALL,1,WINCALL,1
UP,UP,UP,10,10,37,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,10,38,WINCALL,1,WINCALL,1
UP,UP,UP,10,10,39,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,10,40,WINCALL,1,WINCALL,1
UP,UP,UP,10,10,41,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,42,WINPUT,0,WINCALL,1
UP,UP,UP,10,10,43,WINCALL,1,WINPUT,0
DOWN,UP,UP,10,10,44,WINCALL,1,WINPUT,0
UP,UP,UP,10,10,45,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,46,TIE,0,WINPUT,0
DOWN,UP,UP,10,10,47,WINPUT,0,WINPUT,0
UP,UP,UP,10,10,48,WINCALL,1,WINPUT,0
UP,UP,UP,10,10,49,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,50,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,51,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,52,WINCALL,1,WINPUT,0
UP,UP,UP,10,10,53,WINPUT,0,WINPUT,0
UP,UP,UP,10,10,54,WINPUT,0,WINPUT,0
UP,UP,UP,10,10,55,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,56,WINPUT,0,WINPUT,0
UP,UP,UP,10,10,57,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,58,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,10,59,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,11,0,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,1,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,10,11,2,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,11,3,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,4,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,11,5,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,6,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,11,7,WINPUT,0,WINPUT,0
DOJI,UP,UP,10,11,8,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,10,11,9,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,10,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,11,11,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,12,WINPUT,0,WINCALL,1
DOWN,UP,DOWN,10,11,13,WINPUT,0,WINCALL,1
DOWN,UP,DOWN,10,11,14,WINPUT,0,WINCALL,1
DOWN,UP,DOWN,10,11,15,WINPUT,0,WINCALL,1
DOWN,UP,DOWN,10,11,16,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,11,17,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,11,18,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,11,19,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,10,11,20,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,11,21,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,10,11,22,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,11,23,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,11,24,WINCALL,1,WINCALL,1
DOJI,DOWN,DOWN,10,11,25,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,11,26,WINCALL,1,WINCALL,1
UP,UP,UP,10,11,27,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,28,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,29,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,30,WINCALL,1,WINPUT,0
UP,UP,UP,10,11,31,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,32,WINCALL,1,WINPUT,0
DOWN,UP,UP,10,11,33,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,11,34,WINPUT,0,WINCALL,1
UP,UP,UP,10,11,35,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,36,WINPUT,0,WINPUT,0
DOJI,UP,UP,10,11,37,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,11,38,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,10,11,39,WINPUT,0,WINCALL,1
DOWN,UP,DOWN,10,11,40,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,11,41,WINPUT,0,TIE,0
DOWN,UP,UP,10,11,42,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,11,43,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,11,44,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,11,45,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,11,46,WINCALL,1,WINPUT,0
DOWN,UP,UP,10,11,47,WINCALL,1,WINPUT,0
UP,UP,UP,10,11,48,WINCALL,1,WINCALL,1
UP,UP,UP,10,11,49,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,11,50,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,11,51,WINPUT,0,WINPUT,0
UP,UP,UP,10,11,52,WINCALL,1,WINCALL,1
UP,UP,UP,10,11,53,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,54,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,55,WINPUT,0,WINCALL,1
DOJI,UP,UP,10,11,56,WINPUT,0,WINCALL,1
UP,UP,UP,10,11,57,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,11,58,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,11,59,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,10,12,0,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,12,1,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,12,2,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,12,3,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,12,4,WINPUT,0,WINPUT,0
UP,UP,UP,10,12,5,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,12,6,WINCALL,1,WINPUT,0
UP,UP,UP,10,12,7,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,12,8,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,12,9,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,12,10,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,12,11,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,12,12,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,12,13,WINCALL,1,WINPUT,0
DOJI,UP,DOWN,10,12,14,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,12,15,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,12,16,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,12,17,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,12,18,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,12,19,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,12,20,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,12,21,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,10,12,22,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,23,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,12,24,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,25,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,10,12,26,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,10,12,27,WINPUT,0,TIE,0
DOJI,DOWN,DOWN,10,12,28,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,29,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,12,30,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,31,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,32,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,33,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,34,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,35,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,36,WINCALL,1,WINCALL,1
DOJI,DOWN,DOWN,10,12,37,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,12,38,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,39,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,12,40,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,10,12,41,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,10,12,42,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,12,43,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,12,44,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,12,45,WINPUT,0,WINCALL,1
UP,UP,UP,10,12,46,WINPUT,0,WINPUT,0
UP,UP,UP,10,12,47,WINPUT,0,WINPUT,0
UP,UP,UP,10,12,48,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,12,49,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,12,50,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,12,51,WINCALL,1,WINCALL,1
UP,UP,UP,10,12,52,WINCALL,1,WINPUT,0
DOWN,UP,UP,10,12,53,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,54,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,12,55,WINPUT,0,WINPUT,0
UP,UP,UP,10,12,56,WINPUT,0,WINPUT,0
UP,UP,UP,10,12,57,WINPUT,0,WINPUT,0
UP,UP,UP,10,12,58,WINPUT,0,WINPUT,0
UP,UP,UP,10,12,59,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,13,0,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,13,1,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,2,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,3,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,13,4,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,13,5,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,13,6,WINPUT,0,WINCALL,1
DOWN,UP,DOWN,10,13,7,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,13,8,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,13,9,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,13,10,TIE,0,WINCALL,1
DOWN,UP,DOWN,10,13,11,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,13,12,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,13,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,14,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,13,15,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,16,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,17,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,18,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,13,19,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,20,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,21,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,22,WINCALL,1,TIE,0
UP,UP,UP,10,13,23,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,24,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,25,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,26,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,27,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,28,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,29,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,30,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,31,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,13,32,WINPUT,0,WINCALL,1
UP,UP,UP,10,13,33,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,34,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,35,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,36,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,10,13,37,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,13,38,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,39,TIE,0,WINCALL,1
DOWN,UP,UP,10,13,40,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,41,WINCALL,1,WINCALL,1
DOJI,UP,UP,10,13,42,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,13,43,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,44,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,45,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,46,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,47,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,48,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,49,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,13,50,WINCALL,1,WINCALL,1
UP,UP,UP,10,13,51,WINCALL,1,WINPUT,0
UP,UP,UP,10,13,52,WINCALL,1,WINPUT,0
DOWN,UP,UP,10,13,53,WINCALL,1,WINPUT,0
UP,UP,UP,10,13,54,WINCALL,1,WINPUT,0
UP,UP,UP,10,13,55,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,13,56,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,13,57,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,13,58,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,13,59,WINCALL,1,WINPUT,0
DOWN,UP,UP,10,14,0,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,1,WINPUT,0,WINPUT,0
UP,UP,UP,10,14,2,WINPUT,0,WINPUT,0
UP,UP,UP,10,14,3,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,4,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,10,14,5,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,14,6,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,14,7,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,14,8,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,14,9,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,14,10,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,14,11,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,10,14,12,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,14,13,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,14,14,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,15,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,16,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,14,17,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,10,14,18,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,14,19,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,10,14,20,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,10,14,21,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,14,22,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,23,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,24,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,25,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,26,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,14,27,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,28,TIE,0,WINCALL,1
UP,DOWN,DOWN,10,14,29,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,30,WINCALL,1,TIE,0
DOWN,DOWN,DOWN,10,14,31,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,10,14,32,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,10,14,33,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,34,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,35,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,36,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,10,14,37,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,38,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,39,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,14,40,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,14,41,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,14,42,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,14,43,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,44,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,45,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,10,14,46,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,10,14,47,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,10,14,48,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,14,49,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,50,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,51,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,10,14,52,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,10,14,53,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,14,54,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,14,55,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,10,14,56,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,14,57,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,10,14,58,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,10,14,59,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,0,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,1,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,2,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,3,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,15,4,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,5,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,15,6,WINCALL,1,WINPUT,0
DOJI,DOWN,DOWN,10,15,7,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,8,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,9,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,15,10,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,15,11,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,10,15,12,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,13,TIE,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,14,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,10,15,15,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,10,15,16,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,10,15,17,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,10,15,18,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,15,19,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,15,20,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,21,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,22,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,23,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,24,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,15,25,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,10,15,26,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,15,27,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,10,15,28,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,10,15,29,WINPUT,0,WINCALL,1
DOJI,DOWN,DOWN,10,15,30,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,10,15,31,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,15,32,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,15,33,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,15,34,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,15,35,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,10,15,36,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,10,15,37,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,10,15,38,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,10,15,39,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,15,40,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,10,15,41,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,15,42,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,15,43,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,44,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,45,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,46,WINCALL,1,WINPUT,0
UP,DOWN,UP,10,15,47,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,48,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,10,15,49,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,50,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,51,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,52,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,15,53,WINPUT,0,WINCALL,1
UP,DOWN,UP,10,15,54,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,55,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,56,WINPUT,0,WINCALL,1
UP,DOWN,UP,10,15,57,TIE,0,WINCALL,1
DOWN,DOWN,UP,10,15,58,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,15,59,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,16,0,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,16,1,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,16,2,WINCALL,1,WINCALL,1
UP,DOWN,UP,10,16,3,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,16,4,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,5,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,16,6,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,7,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,8,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,16,9,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,10,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,11,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,12,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,13,WINPUT,0,WINCALL,1
UP,UP,UP,10,16,14,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,15,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,16,16,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,17,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,18,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,16,19,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,20,WINCALL,1,TIE,0
DOWN,UP,UP,10,16,21,WINCALL,1,WINPUT,0
UP,UP,UP,10,16,22,WINCALL,1,WINPUT,0
UP,UP,UP,10,16,23,WINPUT,0,WINPUT,0
UP,UP,UP,10,16,24,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,25,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,26,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,27,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,16,28,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,16,29,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,16,30,WINPUT,0,WINCALL,1
UP,UP,UP,10,16,31,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,10,16,32,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,16,33,WINPUT,0,WINCALL,1
DOWN,UP,UP,10,16,34,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,16,35,TIE,0,WINCALL,1
DOWN,UP,UP,10,16,36,WINCALL,1,WINCALL,1
DOWN,UP,UP,10,16,37,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,16,38,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,39,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,16,40,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,16,41,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,10,16,42,WINCALL,1,WINCALL,1
UP,UP,UP,10,16,43,WINCALL,1,TIE,0
UP,UP,DOWN,10,16,44,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,16,45,WINCALL,1,WINPUT,0
DOJI,UP,UP,10,16,46,WINCALL,1,WINPUT,0
UP,UP,UP,10,16,47,WINCALL,1,WINPUT,0
UP,UP,UP,10,16,48,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,49,WINPUT,0,WINPUT,0
UP,UP,UP,10,16,50,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,51,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,52,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,16,53,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,16,54,TIE,0,WINCALL,1
UP,UP,DOWN,10,16,55,WINPUT,0,WINCALL,1
DOWN,UP,DOWN,10,16,56,WINCALL,1,WINCALL,1
UP,UP,DOWN,10,16,57,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,16,58,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,16,59,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,17,0,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,10,17,1,WINCALL,1,WINPUT,0
DOWN,UP,DOWN,10,17,2,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,17,3,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,17,4,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,17,5,WINCALL,1,WINPUT,0
UP,UP,DOWN,10,17,6,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,17,7,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,17,8,WINPUT,0,WINPUT,0
UP,UP,UP,10,17,9,WINPUT,0,WINPUT,0
DOWN,UP,UP,10,17,10,WINPUT,0,WINPUT,0
UP,UP,DOWN,10,17,11,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,10,17,12,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,17,13,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,10,17,14,WINPUT,0,WINPUT,0
