@relation R_data_frame

@attribute COLORC {DOJI,DOWN,UP}
@attribute MTREND_130 {DOWN,UP}
@attribute MTREND_20 {DOWN,UP}
@attribute D numeric
@attribute TH numeric
@attribute TM numeric
@attribute TYPEWIN_5M string
@attribute WINCALL_5M numeric
@attribute TYPEWIN_15M string
@attribute WINCALL_15M numeric

@data
DOJI,DOWN,UP,4,9,6,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,9,7,TIE,0,WINPUT,0
DOWN,DOWN,UP,4,9,8,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,9,9,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,9,10,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,9,11,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,9,12,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,9,13,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,9,14,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,9,15,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,16,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,9,17,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,18,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,19,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,20,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,21,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,22,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,23,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,24,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,25,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,26,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,27,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,28,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,29,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,9,30,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,9,31,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,32,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,33,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,34,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,35,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,36,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,37,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,38,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,39,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,40,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,9,41,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,9,42,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,43,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,9,44,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,45,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,9,46,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,9,47,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,9,48,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,9,49,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,50,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,51,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,52,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,53,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,54,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,9,55,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,9,56,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,57,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,58,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,9,59,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,10,0,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,10,1,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,2,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,3,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,4,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,5,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,6,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,10,7,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,10,8,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,10,9,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,10,10,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,10,11,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,10,12,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,13,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,14,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,10,15,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,16,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,17,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,10,18,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,19,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,20,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,10,21,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,10,22,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,10,23,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,10,24,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,10,25,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,10,26,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,10,27,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,28,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,29,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,10,30,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,10,31,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,10,32,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,10,33,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,4,10,34,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,10,35,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,10,36,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,37,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,38,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,39,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,10,40,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,41,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,10,42,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,43,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,44,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,45,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,10,46,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,10,47,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,48,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,49,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,10,50,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,4,10,51,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,10,52,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,10,53,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,10,54,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,10,55,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,10,56,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,10,57,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,10,58,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,10,59,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,11,0,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,11,1,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,11,2,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,11,3,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,11,4,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,11,5,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,11,6,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,7,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,11,8,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,11,9,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,10,WINPUT,0,TIE,0
DOWN,DOWN,UP,4,11,11,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,11,12,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,11,13,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,11,14,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,11,15,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,11,16,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,11,17,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,11,18,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,11,19,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,11,20,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,11,21,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,11,22,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,23,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,24,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,11,25,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,26,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,11,27,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,28,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,11,29,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,11,30,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,11,31,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,11,32,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,11,33,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,11,34,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,11,35,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,11,36,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,37,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,11,38,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,11,39,WINCALL,1,WINCALL,1
UP,UP,UP,4,11,40,WINCALL,1,WINCALL,1
UP,UP,UP,4,11,41,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,11,42,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,11,43,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,11,44,WINPUT,0,WINCALL,1
UP,UP,UP,4,11,45,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,11,46,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,11,47,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,11,48,WINCALL,1,WINPUT,0
DOJI,UP,UP,4,11,49,WINPUT,0,WINPUT,0
DOJI,UP,UP,4,11,50,WINCALL,1,WINPUT,0
UP,UP,UP,4,11,51,WINCALL,1,WINPUT,0
UP,UP,DOWN,4,11,52,TIE,0,WINPUT,0
DOWN,UP,UP,4,11,53,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,11,54,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,11,55,WINPUT,0,WINPUT,0
UP,UP,UP,4,11,56,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,11,57,WINPUT,0,WINPUT,0
DOJI,UP,UP,4,11,58,WINPUT,0,WINPUT,0
UP,UP,UP,4,11,59,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,12,0,WINPUT,0,WINPUT,0
UP,UP,DOWN,4,12,1,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,2,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,12,3,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,4,TIE,0,WINPUT,0
DOJI,DOWN,DOWN,4,12,5,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,6,WINCALL,1,WINPUT,0
DOJI,DOWN,DOWN,4,12,7,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,12,8,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,12,9,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,10,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,12,11,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,12,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,12,13,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,14,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,12,15,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,12,16,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,12,17,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,12,18,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,19,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,20,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,21,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,22,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,23,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,24,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,12,25,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,26,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,12,27,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,12,28,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,12,29,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,12,30,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,12,31,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,12,32,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,12,33,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,12,34,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,12,35,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,12,36,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,12,37,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,12,38,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,12,39,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,12,40,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,12,41,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,12,42,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,12,43,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,12,44,WINPUT,0,TIE,0
DOWN,DOWN,UP,4,12,45,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,12,46,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,12,47,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,12,48,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,12,49,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,12,50,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,12,51,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,12,52,TIE,0,WINCALL,1
UP,DOWN,UP,4,12,53,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,12,54,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,12,55,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,12,56,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,12,57,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,12,58,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,12,59,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,0,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,1,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,13,2,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,13,3,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,4,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,5,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,6,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,7,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,8,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,13,9,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,10,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,11,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,12,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,13,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,13,14,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,13,15,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,13,16,WINCALL,1,WINPUT,0
UP,UP,UP,4,13,17,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,13,18,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,13,19,WINCALL,1,WINPUT,0
UP,UP,UP,4,13,20,WINCALL,1,WINPUT,0
UP,UP,UP,4,13,21,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,13,22,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,13,23,WINPUT,0,WINCALL,1
DOJI,UP,UP,4,13,24,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,13,25,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,13,26,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,13,27,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,13,28,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,13,29,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,13,30,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,13,31,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,13,32,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,13,33,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,13,34,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,13,35,WINCALL,1,WINCALL,1
UP,UP,UP,4,13,36,WINCALL,1,WINCALL,1
UP,UP,UP,4,13,37,WINCALL,1,WINPUT,0
UP,UP,UP,4,13,38,WINCALL,1,WINPUT,0
UP,UP,UP,4,13,39,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,13,40,WINCALL,1,WINPUT,0
UP,UP,UP,4,13,41,WINPUT,0,WINPUT,0
UP,UP,UP,4,13,42,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,13,43,WINPUT,0,WINPUT,0
UP,UP,UP,4,13,44,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,13,45,WINPUT,0,WINPUT,0
UP,UP,UP,4,13,46,WINPUT,0,WINPUT,0
UP,UP,UP,4,13,47,WINPUT,0,WINPUT,0
UP,UP,UP,4,13,48,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,13,49,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,13,50,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,4,13,51,WINPUT,0,WINCALL,1
UP,UP,DOWN,4,13,52,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,13,53,WINCALL,1,WINPUT,0
DOWN,UP,DOWN,4,13,54,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,4,13,55,WINPUT,0,WINCALL,1
UP,UP,DOWN,4,13,56,WINPUT,0,WINCALL,1
UP,UP,DOWN,4,13,57,WINPUT,0,WINPUT,0
UP,UP,DOWN,4,13,58,WINPUT,0,WINPUT,0
UP,UP,UP,4,13,59,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,0,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,14,1,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,14,2,TIE,0,WINCALL,1
DOJI,DOWN,DOWN,4,14,3,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,14,4,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,14,5,WINCALL,1,WINCALL,1
UP,UP,UP,4,14,6,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,14,7,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,14,8,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,14,9,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,10,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,11,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,14,12,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,14,13,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,14,14,WINPUT,0,WINPUT,0
UP,UP,UP,4,14,15,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,14,16,WINCALL,1,WINCALL,1
UP,UP,UP,4,14,17,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,14,18,WINCALL,1,WINCALL,1
DOJI,UP,UP,4,14,19,WINCALL,1,WINCALL,1
UP,UP,DOWN,4,14,20,WINPUT,0,WINPUT,0
DOJI,UP,UP,4,14,21,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,22,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,23,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,24,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,25,WINCALL,1,WINCALL,1
DOWN,UP,DOWN,4,14,26,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,14,27,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,14,28,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,14,29,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,14,30,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,14,31,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,14,32,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,14,33,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,14,34,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,14,35,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,14,36,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,14,37,TIE,0,WINCALL,1
UP,UP,DOWN,4,14,38,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,14,39,WINCALL,1,WINCALL,1
UP,UP,UP,4,14,40,WINCALL,1,WINCALL,1
UP,UP,UP,4,14,41,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,14,42,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,14,43,WINCALL,1,WINPUT,0
UP,UP,DOWN,4,14,44,WINCALL,1,WINPUT,0
UP,UP,UP,4,14,45,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,46,WINPUT,0,WINPUT,0
UP,UP,UP,4,14,47,WINPUT,0,WINPUT,0
UP,UP,UP,4,14,48,WINPUT,0,WINPUT,0
UP,UP,UP,4,14,49,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,50,WINCALL,1,WINPUT,0
UP,UP,DOWN,4,14,51,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,52,WINPUT,0,WINPUT,0
UP,UP,UP,4,14,53,WINPUT,0,WINPUT,0
UP,UP,UP,4,14,54,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,14,55,WINPUT,0,WINPUT,0
UP,UP,DOWN,4,14,56,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,14,57,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,14,58,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,14,59,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,4,15,0,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,1,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,2,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,3,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,15,4,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,15,5,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,6,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,7,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,8,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,9,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,10,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,11,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,12,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,13,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,14,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,15,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,16,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,17,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,18,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,19,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,20,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,21,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,22,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,23,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,24,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,15,25,WINPUT,0,WINCALL,1
DOJI,DOWN,DOWN,4,15,26,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,27,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,15,28,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,15,29,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,15,30,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,31,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,32,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,33,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,34,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,35,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,15,36,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,37,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,15,38,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,15,39,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,15,40,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,15,41,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,15,42,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,15,43,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,15,44,WINPUT,0,WINPUT,0
