@relation R_data_frame

@attribute COLORC {DOJI,DOWN,UP}
@attribute MTREND_130 {DOWN,UP}
@attribute MTREND_20 {DOWN,UP}
@attribute D numeric
@attribute TH numeric
@attribute TM numeric
@attribute TYPEWIN_5M string
@attribute WINCALL_5M numeric
@attribute TYPEWIN_15M string
@attribute WINCALL_15M numeric

@data
DOWN,DOWN,DOWN,3,4,32,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,3,4,33,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,4,34,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,3,4,35,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,3,4,36,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,3,4,37,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,4,38,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,4,39,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,4,40,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,4,41,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,4,42,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,4,43,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,4,44,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,4,45,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,4,46,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,4,47,WINPUT,0,WINCALL,1
DOJI,DOWN,UP,3,4,48,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,4,49,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,4,50,WINCALL,1,WINPUT,0
UP,DOWN,UP,3,4,51,TIE,0,WINPUT,0
DOWN,DOWN,UP,3,4,52,WINCALL,1,TIE,0
UP,DOWN,UP,3,4,53,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,3,4,54,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,4,55,WINCALL,1,WINPUT,0
UP,DOWN,UP,3,4,56,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,4,57,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,4,58,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,4,59,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,5,0,WINPUT,0,WINCALL,1
UP,DOWN,UP,3,5,1,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,3,5,2,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,5,3,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,3,5,4,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,5,5,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,6,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,5,7,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,5,8,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,9,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,3,5,10,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,11,WINPUT,0,WINCALL,1
UP,DOWN,UP,3,5,12,WINCALL,1,WINPUT,0
DOJI,DOWN,UP,3,5,13,WINCALL,1,TIE,0
UP,DOWN,UP,3,5,14,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,3,5,15,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,5,16,WINCALL,1,WINPUT,0
UP,DOWN,UP,3,5,17,WINCALL,1,WINPUT,0
UP,DOWN,UP,3,5,18,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,3,5,19,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,3,5,20,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,3,5,21,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,22,WINPUT,0,WINCALL,1
UP,DOWN,UP,3,5,23,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,3,5,24,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,25,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,26,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,27,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,28,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,5,29,WINPUT,0,WINCALL,1
UP,DOWN,UP,3,5,30,WINPUT,0,WINCALL,1
UP,DOWN,UP,3,5,31,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,3,5,32,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,33,WINPUT,0,TIE,0
DOWN,DOWN,UP,3,5,34,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,5,35,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,36,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,37,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,5,38,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,39,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,5,40,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,41,WINPUT,0,WINCALL,1
UP,DOWN,UP,3,5,42,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,43,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,5,44,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,3,5,45,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,3,5,46,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,47,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,48,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,49,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,3,5,50,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,51,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,52,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,3,5,53,WINCALL,1,WINPUT,0
UP,DOWN,UP,3,5,54,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,3,5,55,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,5,56,WINPUT,0,WINCALL,1
DOWN,UP,UP,3,5,57,WINCALL,1,WINPUT,0
UP,DOWN,UP,3,5,58,WINCALL,1,WINPUT,0
DOWN,UP,UP,3,5,59,WINPUT,0,WINPUT,0
UP,DOWN,UP,3,6,0,WINPUT,0,WINPUT,0
DOWN,UP,UP,3,6,1,WINCALL,1,WINCALL,1
UP,DOWN,UP,3,6,2,WINCALL,1,WINPUT,0
UP,UP,UP,3,6,3,WINPUT,0,WINPUT,0
DOWN,UP,UP,3,6,4,WINPUT,0,WINPUT,0
UP,DOWN,UP,3,6,5,TIE,0,TIE,0
UP,UP,UP,3,6,6,WINCALL,1,TIE,0
DOWN,UP,UP,3,6,7,WINPUT,0,TIE,0
DOWN,DOWN,DOWN,3,6,8,WINPUT,0,TIE,0
UP,DOWN,DOWN,3,6,9,WINCALL,1,TIE,0
UP,DOWN,DOWN,3,6,10,WINCALL,1,TIE,0
UP,DOWN,DOWN,3,6,11,WINPUT,0,TIE,0
DOWN,UP,UP,3,6,12,WINPUT,0,TIE,0
DOWN,DOWN,DOWN,3,6,13,WINCALL,1,TIE,0
UP,DOWN,DOWN,3,6,14,WINPUT,0,TIE,0
UP,DOWN,DOWN,3,6,15,TIE,0,TIE,0
UP,DOWN,UP,3,6,16,TIE,0,TIE,0
DOWN,DOWN,UP,3,6,17,TIE,0,TIE,0
UP,DOWN,DOWN,3,6,18,TIE,0,TIE,0
UP,DOWN,DOWN,3,6,19,TIE,0,TIE,0
